18.134456	37.484037	459.736725	
309.663992	26.173757	254.955292	
14.918746	19.920455	510.997612	
12.683875	19.864601	433.453111	
73.568160	378.273997	103.900314	
-60.412905	403.460562	234.940757	
36.250004	248.364840	69.906475	
99.339170	196.408326	247.626502	
-nan	-nan	-nan	
12.325688	17.892045	376.787975	
239.199481	61.433696	284.906080	
10.627610	73.623214	301.340414	
260.675408	128.269356	184.119921	
47.507142	261.889143	171.664753	
26.278557	22.893120	398.180219	
-172.740625	-43.745401	663.204975	
-50.224515	187.192852	258.179717	
-60.412905	403.460562	234.940757	
15.427843	3.477818	531.043721	
93.335332	258.702431	24.264683	
16.812900	14.022499	460.436959	
0.145473	1.088414	396.900076	
3.034898	0.651278	637.232553	
1.095083	2.701512	260.079869	
78.327521	2.810503	235.899805	
95.559456	164.556677	174.614544	
195.343416	71.113820	129.130978	
193.250412	360.042355	45.583613	
1.278884	90.527337	492.857937	
89.331733	6.233229	483.347621	
271.045423	119.661478	124.421757	
233.732772	85.355065	161.318835	
15.651000	21.514567	433.274504	
133.010712	54.932131	313.790572	
31.093291	0.174401	363.517571	
12.794811	15.631513	611.103547	
165.876766	313.398064	10.283325	
8.836705	2.715901	770.641836	
65.208501	80.795173	396.061960	
258.585052	187.428139	15.839803	
74.816731	1.458379	491.281007	
58.190977	12.861480	566.961006	
50.618565	269.650989	65.893499	
10.281539	265.579114	334.154797	
6.423808	240.584946	314.098649	
111.656949	18.646213	368.706752	
81.550639	23.551940	447.636502	
77.000893	22.778775	460.699170	
3.524739	-36.817176	492.255730	
25.181598	17.911817	447.782957	
3.524739	-36.817176	492.255730	
48.527911	9.231710	603.294865	
22.391356	329.885059	54.226242	
313.851832	24.308348	289.627225	
-172.740625	-43.745401	663.204975	
107.885282	277.125811	87.780801	
121.951175	22.340424	245.437630	
262.855677	136.256352	257.431757	
303.566806	122.542428	49.765041	
72.664313	434.808988	12.130353	
12.486756	7.341035	536.405188	
61.532612	42.655192	331.698266	
23.758274	8.661029	320.392783	
2.014879	37.448605	232.024464	
392.612521	134.779573	76.050705	
0.556077	36.675917	426.450007	
98.718326	1.576650	377.416804	
4.712363	90.033238	359.343372	
68.447293	134.936814	340.246975	
534.730159	-43.194431	-19.327852	
100.083039	60.449065	49.112779	
15.446995	13.621032	293.053499	
19.151558	94.213314	109.580820	
69.743620	107.771998	328.417912	
430.459174	-73.167983	180.748404	
48.678188	3.666445	320.070983	
435.378254	40.562718	158.171154	
283.405538	100.064106	185.249000	
430.459174	-73.167983	180.748404	
82.078514	102.366522	244.407763	
164.515788	73.514325	374.212543	
534.730159	-43.194431	-19.327852	
-4.566363	-35.468514	497.993932	
48.033879	52.852219	380.517999	
